Region 2018,Catchment Name,LAWA Catchment Identifier,Detailed Category,Area 1996 (ha),Area 2001 (ha),Area 2008 (ha),Area 2012 (ha),Area 2018 (ha),Area as % of Catchment Area 1996 (%),Area as % of Catchment Area 2001 (%),Area as % of Catchment Area 2008 (%),Area as % of Catchment Area 2012 (%),Area as % of Catchment Area 2018 (%),Area change: 2018 area minus 1996 area (ha),Area change as a % of 1996 area (%),Created
Gisborne Region,Maraetaha,476,Indigenous Forest,55.6,55.6,55.6,55.6,55.6,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Low Producing Grassland,117.0,84.7,49.3,49.3,50.6,1.5,1.1,0.6,0.6,0.7,-66.4,-56.8,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Transport Infrastructure,28.2,28.2,28.2,28.2,28.2,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Deciduous Hardwoods,15.0,21.4,23.2,23.2,23.2,0.2,0.3,0.3,0.3,0.3,8.1,54.1,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Gorse and/or Broom,12.3,12.3,12.3,12.3,12.3,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,River,10.4,10.4,10.4,10.4,10.4,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Gravel or Rock,4.9,4.9,4.9,4.9,4.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Twelve-mile NZ territorial limit (Marine),3.8,3.8,3.8,3.8,3.8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Sand or Gravel,2.3,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Maraetaha,476,Lake or Pond,0.6,0.9,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.4,67.8,08/26/2025 16:12:47
Gisborne Region,Motu,63,Catchment Area,129213.9,129213.9,129213.9,129213.9,129213.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Indigenous Forest,63828.3,63828.3,63813.7,63813.7,63813.7,49.4,49.4,49.4,49.4,49.4,-14.6,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,High Producing Exotic Grassland,43248.1,41795.8,41551.8,41554.9,41412.4,33.5,32.4,32.2,32.2,32.1,-1835.8,-4.2,08/26/2025 16:12:47
Gisborne Region,Motu,63,Broadleaved Indigenous Hardwoods,9958.7,10146.5,10308.1,10319.9,10318.3,7.7,7.9,8.0,8.0,8.0,359.6,3.6,08/26/2025 16:12:47
Gisborne Region,Motu,63,Exotic Forest,2983.1,4500.8,8041.9,8097.1,8381.6,2.3,3.5,6.2,6.3,6.5,5398.5,181.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Fernland,4161.1,4156.7,2203.4,2210.4,2150.7,3.2,3.2,1.7,1.7,1.7,-2010.4,-48.3,08/26/2025 16:12:47
Gisborne Region,Motu,63,Manuka and/or Kanuka,1354.6,1260.4,1288.6,1288.6,1373.5,1.1,1.0,1.0,1.0,1.1,18.9,1.4,08/26/2025 16:12:47
Gisborne Region,Motu,63,Low Producing Grassland,2480.9,2492.4,921.5,931.7,709.9,1.9,1.9,0.7,0.7,0.6,-1770.9,-71.4,08/26/2025 16:12:47
Gisborne Region,Motu,63,Gravel or Rock,224.9,224.9,224.9,224.9,224.9,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Gorse and/or Broom,386.6,218.8,218.8,218.8,218.8,0.3,0.2,0.2,0.2,0.2,-167.9,-43.4,08/26/2025 16:12:47
Gisborne Region,Motu,63,Matagouri or Grey Scrub,211.7,211.7,211.7,211.7,211.7,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Landslide,114.2,114.2,106.3,106.3,106.3,0.1,0.1,0.1,0.1,0.1,-7.9,-6.9,08/26/2025 16:12:47
Gisborne Region,Motu,63,Forest - Harvested,,8.5,94.4,7.1,70.7,,0.0,0.1,0.0,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Herbaceous Freshwater Vegetation,104.3,97.6,71.5,71.5,64.0,0.1,0.1,0.1,0.1,0.1,-40.3,-38.6,08/26/2025 16:12:47
Gisborne Region,Motu,63,Tall Tussock Grassland,52.1,52.1,52.1,52.1,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Built-up Area (settlement),39.6,39.6,39.6,39.6,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Surface Mine or Dump,28.1,28.1,28.1,28.1,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,River,26.8,26.8,26.8,26.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Deciduous Hardwoods,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Motu,63,Lake or Pond,2.8,2.8,2.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Catchment Area,7556.2,7556.2,7556.2,7556.2,7556.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Exotic Forest,6622.0,6474.7,6217.7,5761.3,6515.3,87.6,85.7,82.3,76.3,86.2,-106.8,-1.6,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Broadleaved Indigenous Hardwoods,521.6,521.6,521.6,521.6,521.6,6.9,6.9,6.9,6.9,6.9,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Forest - Harvested,181.9,377.5,634.6,1111.2,358.5,2.4,5.0,8.4,14.7,4.7,176.6,97.1,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Low Producing Grassland,81.3,79.1,79.4,62.4,61.1,1.1,1.1,1.1,0.8,0.8,-20.2,-24.8,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Transport Infrastructure,42.2,42.2,42.2,42.2,42.2,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Manuka and/or Kanuka,36.4,36.4,36.4,33.9,33.9,0.5,0.5,0.5,0.5,0.5,-2.5,-6.8,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Indigenous Forest,8.6,8.6,8.6,8.6,8.6,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,High Producing Exotic Grassland,8.6,8.6,8.6,8.3,8.3,0.1,0.1,0.1,0.1,0.1,-0.3,-3.5,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Gravel or Rock,4.1,4.1,4.1,4.1,4.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Herbaceous Freshwater Vegetation,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Nuhaka Catchment,1000309,Lake or Pond,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Otara,243,Catchment Area,1821.7,1821.7,1821.7,1821.7,1821.7,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Otara,243,Indigenous Forest,787.8,784.6,769.9,769.9,769.9,43.3,43.1,42.3,42.3,42.3,-17.9,-2.3,08/26/2025 16:12:47
Gisborne Region,Otara,243,High Producing Exotic Grassland,619.2,606.8,622.7,620.1,620.1,34.0,33.3,34.2,34.0,34.0,0.9,0.1,08/26/2025 16:12:47
Gisborne Region,Otara,243,Broadleaved Indigenous Hardwoods,346.0,346.0,344.8,367.5,367.5,19.0,19.0,18.9,20.2,20.2,21.5,6.2,08/26/2025 16:12:47
Gisborne Region,Otara,243,Exotic Forest,0.9,17.3,37.6,37.6,37.6,0.1,1.0,2.1,2.1,2.1,36.7,3992.5,08/26/2025 16:12:47
Gisborne Region,Otara,243,Fernland,15.6,15.6,13.9,13.9,13.9,0.9,0.9,0.8,0.8,0.8,-1.7,-10.6,08/26/2025 16:12:47
Gisborne Region,Otara,243,Manuka and/or Kanuka,28.2,30.0,11.3,11.3,11.3,1.6,1.6,0.6,0.6,0.6,-16.9,-60.1,08/26/2025 16:12:47
Gisborne Region,Otara,243,Landslide,1.4,1.4,1.4,1.4,1.4,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Catchment Area,24437.2,24437.2,24437.2,24437.2,24437.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,High Producing Exotic Grassland,16354.1,14927.6,14903.0,14399.0,14392.7,66.9,61.1,61.0,58.9,58.9,-1961.4,-12.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Exotic Forest,4861.4,6289.5,6096.0,6338.8,6175.8,19.9,25.7,25.0,25.9,25.3,1314.4,27.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Manuka and/or Kanuka,1162.6,1190.9,1218.4,1206.9,1203.5,4.8,4.9,5.0,4.9,4.9,40.8,3.5,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Forest - Harvested,,15.5,275.6,613.7,741.0,,0.1,1.1,2.5,3.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Broadleaved Indigenous Hardwoods,499.3,495.6,493.6,493.6,495.2,2.0,2.0,2.0,2.0,2.0,-4.1,-0.8,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Indigenous Forest,475.6,475.6,475.6,475.6,475.6,2.0,2.0,2.0,2.0,2.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Low Producing Grassland,438.6,366.2,295.5,237.5,310.0,1.8,1.5,1.2,1.0,1.3,-128.5,-29.3,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Deciduous Hardwoods,183.3,203.6,206.8,208.6,213.6,0.8,0.8,0.9,0.9,0.9,30.3,16.6,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,River,106.4,106.4,106.4,106.4,106.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Gravel or Rock,104.8,104.8,104.8,104.8,104.8,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Short-rotation Cropland,95.1,95.1,95.1,95.1,95.1,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Gorse and/or Broom,75.8,75.8,75.8,75.8,42.0,0.3,0.3,0.3,0.3,0.2,-33.7,-44.5,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Herbaceous Freshwater Vegetation,39.7,39.7,39.7,39.7,39.7,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Landslide,19.0,19.0,19.0,17.2,17.2,0.1,0.1,0.1,0.1,0.1,-1.8,-9.3,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Lake or Pond,15.6,15.6,15.6,15.6,15.6,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Surface Mine or Dump,3.1,3.1,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Sand or Gravel,2.9,2.9,2.9,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Mixed Exotic Shrubland,,2.4,2.4,2.4,2.4,,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,"Orchard, Vineyard or Other Perennial Crop",,0.6,0.6,0.6,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pakarae River,282,Twelve-mile NZ territorial limit (Marine),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Catchment Area,15282.8,15282.8,15282.8,15282.8,15282.8,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,High Producing Exotic Grassland,4666.7,4521.7,4339.5,4301.8,4334.4,30.5,29.6,28.4,28.2,28.4,-332.3,-7.1,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Manuka and/or Kanuka,4091.5,4045.2,4124.4,4128.0,4013.8,26.8,26.5,27.0,27.0,26.3,-77.7,-1.9,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Exotic Forest,3179.8,3061.5,3261.3,2970.5,3503.5,20.8,20.0,21.3,19.4,22.9,323.7,10.2,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Broadleaved Indigenous Hardwoods,1244.7,1239.3,1241.4,1295.6,1401.7,8.1,8.1,8.1,8.5,9.2,157.0,12.6,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Indigenous Forest,530.5,530.5,529.3,529.3,528.1,3.5,3.5,3.5,3.5,3.5,-2.4,-0.5,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Gravel or Rock,421.0,416.0,416.0,416.0,416.0,2.8,2.7,2.7,2.7,2.7,-4.9,-1.2,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Low Producing Grassland,590.9,594.0,556.2,336.1,347.9,3.9,3.9,3.6,2.2,2.3,-243.0,-41.1,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Gorse and/or Broom,198.7,227.9,256.6,273.0,238.2,1.3,1.5,1.7,1.8,1.6,39.5,19.9,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Forest - Harvested,4.9,292.7,191.6,653.5,138.4,0.0,1.9,1.3,4.3,0.9,133.6,2734.6,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Deciduous Hardwoods,105.7,119.0,120.6,120.6,120.6,0.7,0.8,0.8,0.8,0.8,14.9,14.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Short-rotation Cropland,104.6,104.6,104.6,104.6,104.6,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Mixed Exotic Shrubland,52.4,52.4,65.2,82.0,63.8,0.3,0.3,0.4,0.5,0.4,11.5,21.9,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Landslide,38.5,27.9,26.1,21.7,21.7,0.3,0.2,0.2,0.1,0.1,-16.8,-43.7,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,River,17.5,14.6,14.6,14.6,14.6,0.1,0.1,0.1,0.1,0.1,-2.9,-16.8,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Herbaceous Freshwater Vegetation,10.7,10.7,10.7,10.7,10.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Fernland,9.8,9.8,9.8,9.8,9.8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Built-up Area (settlement),8.4,8.4,8.4,8.4,8.4,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Estuarine Open Water,4.8,4.8,4.8,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Poroporo River,359,Lake or Pond,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Catchment Area,4206.2,4206.2,4206.2,4206.2,4206.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,High Producing Exotic Grassland,2911.6,2815.2,2809.0,2805.9,2805.9,69.2,66.9,66.8,66.7,66.7,-105.6,-3.6,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Exotic Forest,1005.3,1101.7,1098.8,1039.7,935.1,23.9,26.2,26.1,24.7,22.2,-70.3,-7.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Forest - Harvested,,,7.7,66.7,141.6,,,0.2,1.6,3.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Deciduous Hardwoods,99.9,99.9,101.6,101.6,101.6,2.4,2.4,2.4,2.4,2.4,1.7,1.7,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Low Producing Grassland,68.5,68.5,66.8,64.6,94.3,1.6,1.6,1.6,1.5,2.2,25.8,37.7,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Broadleaved Indigenous Hardwoods,67.2,67.2,67.2,67.2,67.2,1.6,1.6,1.6,1.6,1.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Indigenous Forest,27.9,27.9,27.9,27.9,27.9,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,"Orchard, Vineyard or Other Perennial Crop",2.5,2.5,8.8,11.7,11.7,0.1,0.1,0.2,0.3,0.3,9.2,363.7,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Manuka and/or Kanuka,10.5,10.5,10.5,10.5,10.5,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Lake or Pond,4.6,4.6,4.6,7.0,7.0,0.1,0.1,0.1,0.2,0.2,2.4,52.3,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Sand or Gravel,3.2,3.2,3.2,3.2,3.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Pouawa River,1004021,Twelve-mile NZ territorial limit (Marine),0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Catchment Area,8777.6,8777.6,8777.6,8777.6,8777.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Indigenous Forest,3423.9,3423.9,3423.9,3423.9,3423.9,39.0,39.0,39.0,39.0,39.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,High Producing Exotic Grassland,3014.7,2885.6,2774.8,2774.8,2021.6,34.4,32.9,31.6,31.6,23.0,-993.1,-32.9,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Exotic Forest,81.2,81.2,165.9,164.7,1171.8,0.9,0.9,1.9,1.9,13.4,1090.6,1343.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Manuka and/or Kanuka,781.9,847.7,920.9,921.0,885.6,8.9,9.7,10.5,10.5,10.1,103.7,13.3,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Gravel or Rock,552.1,547.1,547.1,547.1,538.2,6.3,6.2,6.2,6.2,6.1,-13.9,-2.5,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Broadleaved Indigenous Hardwoods,360.5,401.2,427.7,431.6,431.6,4.1,4.6,4.9,4.9,4.9,71.1,19.7,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Landslide,185.2,111.4,106.8,106.8,106.8,2.1,1.3,1.2,1.2,1.2,-78.5,-42.4,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Deciduous Hardwoods,25.4,96.8,96.8,96.8,96.8,0.3,1.1,1.1,1.1,1.1,71.4,281.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Low Producing Grassland,350.3,380.3,311.3,307.3,90.8,4.0,4.3,3.6,3.5,1.0,-259.5,-74.1,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Mixed Exotic Shrubland,,,,,5.6,,,,,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Forest - Harvested,,,,1.2,2.6,,,,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Built-up Area (settlement),1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Raukokore,229,Gorse and/or Broom,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Catchment Area,8694.2,8694.2,8694.2,8694.2,8694.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,High Producing Exotic Grassland,3073.1,2857.0,2690.8,2694.2,2642.7,35.4,32.9,31.0,31.0,30.4,-430.4,-14.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,"Orchard, Vineyard or Other Perennial Crop",1330.8,1439.4,1686.3,1639.2,1646.3,15.3,16.6,19.4,18.9,18.9,315.5,23.7,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Short-rotation Cropland,1394.0,1469.6,1355.3,1381.6,1374.5,16.0,16.9,15.6,15.9,15.8,-19.5,-1.4,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Built-up Area (settlement),937.5,948.4,972.7,996.9,996.9,10.8,10.9,11.2,11.5,11.5,59.4,6.3,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Exotic Forest,484.1,521.2,511.1,513.8,666.1,5.6,6.0,5.9,5.9,7.7,181.9,37.6,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Manuka and/or Kanuka,445.0,435.5,441.7,475.0,404.1,5.1,5.0,5.1,5.5,4.7,-40.9,-9.2,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Broadleaved Indigenous Hardwoods,406.1,399.5,383.8,382.2,365.7,4.7,4.6,4.4,4.4,4.2,-40.4,-10.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Urban Parkland/Open Space,175.8,175.8,175.8,175.8,175.8,2.0,2.0,2.0,2.0,2.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Low Producing Grassland,243.8,243.0,257.3,141.6,169.5,2.8,2.8,3.0,1.6,2.0,-74.2,-30.5,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Deciduous Hardwoods,111.5,112.3,115.0,115.0,115.0,1.3,1.3,1.3,1.3,1.3,3.5,3.1,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Indigenous Forest,49.1,49.1,49.1,49.1,49.1,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Forest - Harvested,,,11.9,25.3,24.9,,,0.1,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Gorse and/or Broom,19.7,19.7,19.7,80.2,22.4,0.2,0.2,0.2,0.9,0.3,2.8,14.1,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,River,18.9,18.9,18.9,18.9,18.9,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Fernland,,,,,13.4,,,,,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Mixed Exotic Shrubland,,,,,3.4,,,,,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Surface Mine or Dump,3.3,3.3,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Lake or Pond,1.0,1.0,1.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.6,62.3,08/26/2025 16:12:47
Gisborne Region,Taruheru River,465,Twelve-mile NZ territorial limit (Marine),0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Catchment Area,2634.6,2634.6,2634.6,2634.6,2634.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,High Producing Exotic Grassland,2247.8,2247.8,2247.8,2247.8,2249.4,85.3,85.3,85.3,85.3,85.4,1.6,0.1,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Deciduous Hardwoods,113.8,113.8,113.8,113.8,113.8,4.3,4.3,4.3,4.3,4.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Exotic Forest,137.1,137.1,125.9,125.9,100.5,5.2,5.2,4.8,4.8,3.8,-36.6,-26.7,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Broadleaved Indigenous Hardwoods,77.2,77.2,77.2,77.2,77.2,2.9,2.9,2.9,2.9,2.9,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Low Producing Grassland,,,1.6,12.8,36.2,,,0.1,0.5,1.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Indigenous Forest,34.9,34.9,34.9,34.9,34.9,1.3,1.3,1.3,1.3,1.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Manuka and/or Kanuka,20.4,20.4,18.8,18.8,18.8,0.8,0.8,0.7,0.7,0.7,-1.6,-7.8,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Sand or Gravel,2.7,2.7,2.7,2.7,2.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Lake or Pond,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Forest - Harvested,,,11.2,,0.4,,,0.4,,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Turihaua Stream,1004022,Twelve-mile NZ territorial limit (Marine),0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Catchment Area,53865.8,53865.8,53865.8,53865.8,53865.8,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Exotic Forest,21127.5,22453.3,22224.4,20137.5,17930.6,39.2,41.7,41.3,37.4,33.3,-3196.8,-15.1,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,High Producing Exotic Grassland,12808.2,11878.9,11581.4,11452.8,11465.5,23.8,22.1,21.5,21.3,21.3,-1342.7,-10.5,08/26/2025 16:12:47
